"X";"Y";"Z";"PZ";"DZ";"PX";"DX";
"-2261.71";"2363.4";"-64.6999";"-32.35";"18.8503";"369.146";"-267.925";"1.55579e-307";
"-2291.5";"2377.46";"-59.7308";"-29.8654";"18.528";"354.251";"-260.168";"1.55579e-307";
"-2314.53";"2388.25";"-56.0179";"-28.0089";"18.1761";"342.736";"-252.496";"1.55579e-307";
"-2343.18";"2401.89";"-51.4435";"-25.7218";"17.802";"328.412";"-244.949";"1.55579e-307";
"-2363.86";"2412.45";"-48.3051";"-24.1525";"17.4006";"318.071";"-237.493";"1.55579e-307";
"-2390.6";"2425.86";"-44.651";"-22.3255";"16.9786";"304.701";"-230.244";"1.55579e-307";
"-2410.13";"2436.81";"-41.7547";"-20.8773";"16.5351";"294.937";"-223.097";"1.55579e-307";
"-2434.13";"2450.19";"-38.1212";"-19.0606";"16.0736";"282.934";"-216.094";"1.55579e-307";
"-2453.51";"2460.95";"-34.8295";"-17.4147";"15.5914";"273.243";"-209.204";"1.55579e-307";
"-2477.19";"2474.05";"-31.055";"-15.5275";"15.0895";"261.407";"-202.514";"1.55579e-307";
"-2493.78";"2485.04";"-27.8229";"-13.9115";"14.5677";"253.109";"-195.934";"1.55579e-307";
"-2511.23";"2495.23";"-25.2088";"-12.6044";"14.0299";"244.386";"-189.437";"1.55579e-307";
"-2533.21";"2508.4";"-21.4152";"-10.7076";"13.4784";"233.397";"-183.142";"1.55579e-307";
"-2549.82";"2519.06";"-18.2767";"-9.13834";"12.9102";"225.089";"-176.956";"1.55579e-307";
"-2569.66";"2532.38";"-14.6986";"-7.34929";"12.3296";"215.168";"-170.97";"1.55579e-307";
"-2584.84";"2543.46";"-10.593";"-5.29648";"11.7379";"207.582";"-165.158";"1.55579e-307";
"-2603.69";"2557.31";"-7.41051";"-3.70525";"11.1328";"198.156";"-159.485";"1.55579e-307";
"-2617.77";"2567.31";"-4.67558";"-2.33779";"10.5228";"191.115";"-153.983";"1.55579e-307";
"-2635.02";"2580.98";"-1.67334";"-0.83667";"9.9092";"182.491";"-148.616";"1.55579e-307";
"-2648.56";"2591.28";"0.642911";"0.321455";"9.29628";"175.721";"-143.419";"1.55579e-307";
"-2664.46";"2604.57";"2.68391";"1.34196";"8.68584";"167.771";"-138.351";"1.55579e-307";
"-2676.8";"2614.44";"3.51167";"1.75583";"8.08412";"161.598";"-133.447";"1.55579e-307";
"-2692.03";"2626.91";"4.66003";"2.33001";"7.49457";"153.986";"-128.67";"1.55579e-307";
"-2703.21";"2637.28";"5.25584";"2.62792";"6.91726";"148.393";"-123.997";"1.55579e-307";
"-2714.55";"2647.86";"5.57618";"2.78809";"6.36133";"142.726";"-119.494";"1.55579e-307";
"-2728.01";"2660.06";"4.90219";"2.4511";"5.82429";"135.993";"-115.109";"1.55579e-307";
"-2737.98";"2670.82";"4.38278";"2.19139";"5.31744";"131.011";"-110.869";"1.55579e-307";
"-2750.95";"2681.73";"2.05718";"1.02859";"4.83608";"124.526";"-106.743";"1.55579e-307";
"-2760.44";"2691.39";"0.83104";"0.41552";"4.39395";"119.781";"-102.753";"1.55579e-307";
"-2771.89";"2702.85";"-1.80315";"-0.901577";"3.98001";"114.053";"-98.8721";"1.55579e-307";
"-2781.09";"2711.47";"-4.77993";"-2.38996";"3.60105";"109.456";"-95.084";"1.55579e-307";
"-2789.7";"2720.47";"-7.65845";"-3.82922";"3.26306";"105.152";"-91.441";"1.55579e-307";
"-2799.84";"2731.48";"-12.4516";"-6.22582";"2.95947";"100.08";"-87.9017";"1.55579e-307";
"-2807.8";"2741.04";"-16.0003";"-8.00016";"2.7026";"96.1013";"-84.4918";"1.55579e-307";
"-2815.52";"2750.39";"-20.0947";"-10.0474";"2.48124";"92.2396";"-81.1822";"1.55579e-307";
"-2824.95";"2762.42";"-25.2539";"-12.627";"2.30108";"87.525";"-78.0063";"1.55579e-307";
"-2831.97";"2772.05";"-29.9292";"-14.9646";"2.16124";"84.0173";"-74.9129";"1.55579e-307";
"-2838.14";"2782.2";"-35.4894";"-17.7447";"2.06345";"80.9324";"-71.9505";"1.55579e-307";
"-2846.24";"2795.16";"-41.9112";"-20.9556";"2.00519";"76.8777";"-69.0761";"1.55579e-307";
"-2852.46";"2806.44";"-47.2977";"-23.6489";"1.99274";"73.7718";"-66.3146";"1.55579e-307";
"-2858.71";"2818.04";"-52.8145";"-26.4072";"2.01794";"70.6431";"-63.6338";"1.55579e-307";
"-2865.06";"2832.62";"-60.0018";"-30.0009";"2.08472";"67.4702";"-61.0606";"1.55579e-307";
"-2869.71";"2845.25";"-65.5093";"-32.7547";"2.19914";"65.145";"-58.5664";"1.55579e-307";
"-2874.68";"2857.87";"-71.6417";"-35.8209";"2.35575";"62.6592";"-56.1874";"1.55579e-307";
"-2880.53";"2873.68";"-79.088";"-39.544";"2.55493";"59.7355";"-53.879";"1.55579e-307";
"-2884.38";"2886.19";"-84.8287";"-42.4144";"2.79984";"57.8123";"-51.6408";"1.55579e-307";
"-2888.8";"2896.98";"-91.157";"-45.5785";"3.08808";"55.6016";"-49.5125";"1.55579e-307";
"-2893.51";"2909.42";"-98.5809";"-49.2905";"3.41935";"53.2433";"-47.4581";"1.55579e-307";
"-2897.66";"2917.69";"-104.939";"-52.4697";"3.80064";"51.1682";"-45.4954";"1.55579e-307";
"-2902.78";"2925.54";"-113.117";"-56.5587";"4.22948";"48.6102";"-43.5994";"1.55579e-307";
"-2907.01";"2930.7";"-119.548";"-59.7739";"4.70997";"46.4965";"-41.7867";"1.55579e-307";
"-2911.25";"2935.47";"-125.979";"-62.9894";"5.23212";"44.3756";"-40.0338";"1.55579e-307";
"-2916.66";"2939.41";"-134.179";"-67.0896";"5.79714";"41.6716";"-38.3597";"1.55579e-307";
"-2920.78";"2942.51";"-140.528";"-70.264";"6.40997";"39.6123";"-36.7348";"1.55579e-307";
"-2927";"2943.88";"-148.512";"-74.256";"7.06093";"36.5023";"-35.1814";"1.55579e-307";
"-2932";"2944.45";"-155.061";"-77.5305";"7.75195";"33.9998";"-33.6651";"1.55579e-307";
"-2937.08";"2944.84";"-161.299";"-80.6494";"8.47795";"31.4601";"-32.2107";"1.55579e-307";
"-2943.88";"2945.02";"-168.844";"-84.4218";"9.23502";"28.0594";"-30.7933";"1.55579e-307";
"-2949.67";"2944.63";"-174.917";"-87.4584";"10.0278";"25.1653";"-29.4034";"1.55579e-307";
"-2957.22";"2944.44";"-182.169";"-91.0844";"10.8452";"21.3909";"-28.0601";"1.55579e-307";
"-2963.18";"2944.96";"-187.355";"-93.6776";"11.6932";"18.4114";"-26.7313";"1.55579e-307";
"-2969.82";"2944.87";"-192.752";"-96.3758";"12.5541";"15.0884";"-25.4451";"1.55579e-307";
"-2978.5";"2946.46";"-198.982";"-99.491";"13.434";"10.7483";"-24.1761";"1.55579e-307";
"-2984.69";"2949.12";"-203.62";"-101.81";"14.3303";"7.65503";"-22.9239";"1.55579e-307";
"-2992.97";"2951.55";"-209.674";"-104.837";"15.2341";"3.5166";"-21.69";"1.55579e-307";
"-2998.85";"2955.61";"-214.065";"-107.032";"16.1524";"0.576538";"-20.458";"1.55579e-307";
"-3004.92";"2958.83";"-219.002";"-109.501";"17.0688";"-2.46204";"-19.2519";"1.55579e-307";
"-3011.84";"2964.13";"-225.199";"-112.599";"17.9915";"-5.91797";"-18.0572";"1.55579e-307";
"-3016.78";"2968.65";"-230.524";"-115.262";"18.9238";"-8.39185";"-16.8674";"1.55579e-307";
"-3022.18";"2974.35";"-237.623";"-118.812";"19.8569";"-11.0875";"-15.7048";"1.55579e-307";
"-3025.88";"2979.1";"-243.519";"-121.759";"20.8009";"-12.9377";"-14.552";"1.55579e-307";
"-3029.19";"2983.77";"-249.935";"-124.968";"21.7465";"-14.5931";"-13.4142";"1.55579e-307";
"-3032.45";"2990.18";"-258.372";"-129.186";"22.6921";"-16.2273";"-12.3055";"1.55579e-307";
"-3034.37";"2996.81";"-265.3";"-132.65";"23.6515";"-17.1847";"-11.2146";"1.55579e-307";
"-3036.94";"3005.32";"-274.702";"-137.351";"24.6174";"-18.4707";"-10.15";"1.55579e-307";
"-3037.77";"3013.5";"-282.323";"-141.162";"25.5933";"-18.886";"-9.10827";"1.55579e-307";
"-3038.97";"3024.02";"-292.48";"-146.24";"26.5788";"-19.4868";"-8.08971";"1.55579e-307";
"-3039.21";"3032.46";"-300.931";"-150.465";"27.5826";"-19.6029";"-7.094";"1.55579e-307";
"-3039.43";"3040.94";"-309.389";"-154.694";"28.591";"-19.7167";"-6.13233";"1.55579e-307";
"-3039.06";"3051.53";"-320.247";"-160.123";"29.6117";"-19.5314";"-5.19258";"1.55579e-307";
"-3038.16";"3059.51";"-328.655";"-164.327";"30.653";"-19.0802";"-4.28188";"1.55579e-307";
"-3037.45";"3068.12";"-339.9";"-169.95";"31.6988";"-18.7255";"-3.40523";"1.55579e-307";
"-3036.11";"3075.54";"-348.775";"-174.388";"32.7668";"-18.0571";"-2.55804";"1.55579e-307";
"-3034.66";"3082.58";"-360.094";"-180.047";"33.838";"-17.3323";"-1.74995";"1.55579e-307";
"-3033.47";"3088.89";"-369.052";"-184.526";"34.9314";"-16.7351";"-0.976265";"1.55579e-307";
"-3029.68";"3095.3";"-379.405";"-189.702";"36.0363";"-14.8408";"-0.235528";"1.55579e-307";
"-3027.12";"3100.24";"-388.126";"-194.063";"37.1509";"-13.5576";"0.449471";"1.55579e-307";
"-3024.45";"3104.47";"-396.972";"-698.486";"38.2764";"-1512.23";"1.09396";"1.55579e-307";
"-3021.34";"3109.44";"-407.767";"-703.884";"43.9512";"-1510.67";"19.8664";"1.55579e-307";
"-3017.56";"3112.9";"-415.836";"-707.918";"49.6453";"-1508.78";"38.5897";"1.55579e-307";
"-3013.81";"3116.25";"-426.68";"-713.34";"55.3478";"-1506.9";"57.2593";"1.55579e-307";
"-3009.77";"3119.11";"-434.839";"-717.419";"61.0652";"-1504.89";"75.8649";"1.55579e-307";
"-3003.46";"3123.02";"-444.104";"-722.052";"66.7921";"-1501.73";"94.411";"1.55579e-307";
"-2998.36";"3125.43";"-451.905";"-725.952";"72.5282";"-1499.18";"112.873";"1.55579e-307";
"-2991.58";"3128.34";"-458.616";"-729.308";"78.2761";"-1495.79";"131.268";"1.55579e-307";
"-2981.2";"3131.38";"-465.897";"-732.949";"84.0301";"-1490.6";"149.582";"1.55579e-307";
"-2970.86";"3134.1";"-471.312";"-735.656";"89.7888";"-1485.43";"167.78";"1.55579e-307";
"-2957.7";"3136.87";"-474.707";"-737.353";"95.551";"-1478.85";"185.878";"1.55579e-307";
"-2939.34";"3140.13";"-478.138";"-739.069";"101.301";"-1469.67";"203.846";"1.55579e-307";
"-2922.4";"3143.15";"-479.875";"-739.938";"107.047";"-1461.2";"221.667";"1.55579e-307";
"-2896.62";"3146.42";"-478.177";"-739.089";"112.778";"-1448.31";"239.349";"1.55579e-307";
"-2872.5";"3149.26";"-475.366";"-737.683";"118.474";"-1436.25";"256.832";"1.55579e-307";
"-2837.7";"3152.43";"-469.195";"-734.597";"124.132";"-1418.85";"274.14";"1.55579e-307";
"-2806.9";"3154.92";"-462.639";"-731.32";"129.73";"-1403.45";"291.204";"1.55579e-307";
"-2763.25";"3157.2";"-451.456";"-725.728";"135.271";"-1381.63";"308.058";"1.55579e-307";
"-2734.95";"3158.8";"-443.235";"-721.618";"140.733";"-1367.47";"324.628";"1.55579e-307";
"-2695.01";"3161";"-431.419";"-715.709";"146.119";"-1347.5";"341.007";"1.55579e-307";
"-2640.87";"3163.28";"-413.836";"-706.918";"151.419";"-1320.43";"357.132";"1.55579e-307";
"-2594.82";"3165.02";"-397.751";"-698.875";"156.597";"-1297.41";"372.914";"1.55579e-307";
"-2546.24";"3166.28";"-380.456";"-690.228";"161.667";"-1273.12";"388.411";"1.55579e-307";
"-2481.97";"3168.11";"-356.787";"-678.393";"166.613";"-1240.98";"403.606";"1.55579e-307";
"-2427.57";"3169.61";"-335.602";"-667.801";"171.412";"-1213.78";"418.411";"1.55579e-307";
"-2370.86";"3171.14";"-313.033";"-656.517";"176.076";"-1185.43";"432.885";"1.55579e-307";
"-2297.28";"3172.69";"-283.009";"-641.504";"180.589";"-1148.64";"447.017";"1.55579e-307";
"-2236.08";"3174.3";"-257.189";"-628.594";"184.927";"-1118.04";"460.708";"1.55579e-307";
"-2157.26";"3176.05";"-223.294";"-611.647";"189.097";"-1078.63";"474.033";"1.55579e-307";
"-2092.69";"3177.52";"-194.702";"-597.351";"193.072";"-1046.34";"486.889";"1.55579e-307";
"-2026.9";"3178.85";"-165.03";"-582.515";"196.865";"-1013.45";"499.362";"1.55579e-307";
"-1960.03";"3180.06";"-134.532";"-567.266";"200.483";"-980.013";"511.443";"1.55579e-307";
"-1875.92";"3181.49";"-94.8023";"-547.401";"203.916";"-937.961";"523.142";"1.55579e-307";
"-1807.81";"3182.58";"-62.0229";"-531.011";"207.128";"-903.905";"534.347";"1.55579e-307";
"-1740.14";"3183.83";"-28.5259";"-514.263";"205.606";"-870.069";"526.973";"1.55579e-307";
"-1671.81";"3184.13";"6.26216";"-496.869";"203.882";"-835.906";"519.209";"1.55579e-307";
"-1587.6";"3185.02";"50.3506";"-474.825";"201.963";"-793.8";"511.052";"1.55579e-307";
"-1520.64";"3185.86";"86.4175";"-456.791";"199.795";"-760.318";"502.409";"1.55579e-307";
"-1453.87";"3186.7";"123.1";"-438.45";"197.425";"-726.935";"493.384";"1.55579e-307";
"-1373.03";"3187.78";"169.994";"-415.003";"194.847";"-686.514";"483.992";"1.55579e-307";
"-1309.33";"3188.64";"207.636";"-396.182";"192.02";"-654.666";"474.142";"1.55579e-307";
"-1247.57";"3189.71";"245.625";"-377.188";"188.992";"-623.785";"463.946";"1.55579e-307";
"-1173.17";"3191.38";"293.519";"-353.24";"185.758";"-586.584";"453.439";"1.55579e-307";
"-1115.67";"3193.32";"331.683";"-334.158";"182.281";"-557.834";"442.544";"1.55579e-307";
"-1060.72";"3195.62";"369.727";"-315.137";"178.616";"-530.362";"431.38";"1.55579e-307";
"-994.164";"3198.9";"417.196";"-291.402";"174.762";"-497.082";"419.995";"1.55579e-307";
"-931.367";"3202.38";"464.371";"-267.814";"170.684";"-465.683";"408.309";"1.55579e-307";
"-883.368";"3206";"501.928";"-249.036";"166.4";"-441.684";"396.398";"1.55579e-307";
"-826.352";"3210.14";"548.488";"-225.756";"161.958";"-413.176";"384.343";"1.55579e-307";
"-783.122";"3214.32";"585.276";"-207.362";"157.332";"-391.561";"372.153";"1.55579e-307";
"-732.956";"3219.16";"631.093";"-184.453";"152.569";"-366.478";"359.887";"1.55579e-307";
"-695.105";"3223.26";"667.33";"-166.335";"147.648";"-347.552";"347.583";"1.55579e-307";
"-651.128";"3228.54";"712.029";"-143.986";"142.6";"-325.564";"335.22";"1.55579e-307";
"-618.017";"3232.66";"747.238";"-126.381";"137.402";"-309.009";"322.833";"1.55579e-307";
"-587.192";"3236.57";"781.91";"-109.045";"132.125";"-293.596";"310.573";"1.55579e-307";
"-551.174";"3241.74";"824.709";"-87.6455";"126.763";"-275.587";"298.406";"1.55579e-307";
"-524.236";"3245.63";"858.292";"-70.8538";"121.285";"-262.118";"286.314";"1.55579e-307";
"-493.009";"3250.84";"899.562";"-50.2191";"115.762";"-246.505";"274.449";"1.55579e-307";
"-469.902";"3255.08";"931.923";"-34.0385";"110.147";"-234.951";"262.725";"1.55579e-307";
"-443.246";"3260.4";"971.599";"-14.2005";"104.488";"-221.623";"251.204";"1.55579e-307";
"-424.306";"3265.61";"1002.22";"1.11227";"98.7856";"-212.153";"239.967";"1.55579e-307";
"-406.46";"3271.06";"1032.26";"16.1314";"93.061";"-203.23";"228.987";"1.55579e-307";
"-386.351";"3278.98";"1068.76";"34.3793";"87.3539";"-193.176";"218.376";"1.55579e-307";
"-372.214";"3285.75";"1096.68";"548.338";"81.6109";"-1936.11";"208.034";"1.55579e-307";
"-359.118";"3292.89";"1123.94";"561.968";"71.3305";"-1929.56";"219.218";"1.55579e-307";
"-344.611";"3301.8";"1156.51";"578.253";"61.0647";"-1922.31";"230.728";"1.55579e-307";
"-333.65";"3309.09";"1181.48";"590.741";"50.8315";"-1916.83";"242.659";"1.55579e-307";
"-323.151";"3317";"1204.97";"602.483";"40.6337";"-1911.58";"254.937";"1.55579e-307";
"-310.929";"3327.46";"1232.65";"616.323";"30.4815";"-1905.46";"267.561";"1.55579e-307";
"-301.268";"3334.84";"1253.64";"626.821";"20.3616";"-1900.63";"280.526";"1.55579e-307";
"-289.926";"3343.53";"1272.67";"636.334";"10.3466";"-1894.96";"293.942";"1.55579e-307";
"-272.722";"3352.6";"1294.34";"647.172";"0.409102";"-1886.36";"307.695";"1.55579e-307";
"-259.022";"3358.32";"1309.3";"654.648";"-9.46019";"-1879.51";"321.749";"1.55579e-307";
"-240.892";"3362.78";"1323.62";"661.809";"-19.1843";"-1870.45";"336.209";"1.55579e-307";
"-215.166";"3367.25";"1337.99";"668.995";"-28.8024";"-1857.58";"350.946";"1.55579e-307";
"-192.187";"3370.66";"1347.22";"673.612";"-38.3131";"-1846.09";"365.901";"1.55579e-307";
"-163.18";"3373.48";"1354.37";"677.187";"-47.6482";"-1831.59";"381.168";"1.55579e-307";
"-124.868";"3376.13";"1360.17";"680.083";"-56.8422";"-1812.43";"396.607";"1.55579e-307";
"-88.7619";"3377.62";"1362.59";"681.293";"-65.8897";"-1794.38";"412.148";"1.55579e-307";
"-51.466";"3377.69";"1363.27";"681.637";"-74.7323";"-1775.73";"427.872";"1.55579e-307";
"1.46245";"3378.63";"1358.63";"679.314";"-83.3637";"-1749.27";"443.752";"1.55579e-307";
"34.6629";"3377.2";"1354.59";"677.295";"-91.8032";"-1732.67";"459.601";"1.55579e-307";
"93.8408";"3375.03";"1345.27";"672.637";"-100.013";"-1703.08";"475.595";"1.55579e-307";
"145.864";"3372.19";"1335.32";"667.661";"-108.013";"-1677.07";"491.492";"1.55579e-307";
"201.534";"3369.17";"1322.82";"661.408";"-115.759";"-1649.23";"507.378";"1.55579e-307";
"273.634";"3364.25";"1305.47";"652.734";"-123.284";"-1613.18";"523.156";"1.55579e-307";
"335.848";"3361.42";"1288.55";"644.274";"-130.527";"-1582.08";"538.764";"1.55579e-307";
"399.927";"3358.61";"1270.28";"635.14";"-137.533";"-1550.04";"554.195";"1.55579e-307";
"466.312";"3356.34";"1249.8";"624.899";"-144.298";"-1516.84";"569.425";"1.55579e-307";
"551.054";"3353.6";"1221.77";"610.883";"-150.776";"-1474.47";"584.47";"1.55579e-307";
"623.211";"3353.18";"1197.2";"598.6";"-156.974";"-1438.39";"599.165";"1.55579e-307";
"695.886";"3352.21";"1170.91";"585.457";"-162.872";"-1402.06";"613.612";"1.55579e-307";
"789.213";"3351.45";"1135.88";"567.938";"-168.504";"-1355.39";"627.759";"1.55579e-307";
"864.775";"3350.6";"1106.29";"553.147";"-173.796";"-1317.61";"641.502";"1.55579e-307";
"961.046";"3350.38";"1066.15";"533.073";"-178.814";"-1269.48";"654.901";"1.55579e-307";
"1041.17";"3350.81";"1034.57";"517.285";"-183.514";"-1229.42";"667.826";"1.55579e-307";
"1119.32";"3351.45";"1001.45";"500.725";"-187.904";"-1190.34";"680.386";"1.55579e-307";
"1217.57";"3353.44";"958.159";"479.079";"-187.471";"-1141.22";"671.346";"1.55579e-307";
"1295.28";"3356";"923.159";"461.58";"-186.718";"-1102.36";"661.791";"1.55579e-307";
"1389.62";"3361.67";"877.423";"438.712";"-185.657";"-1055.19";"651.852";"1.55579e-307";
"1466.36";"3363.68";"841.882";"420.941";"-184.275";"-1016.82";"641.408";"1.55579e-307";
"1540.73";"3367.19";"804.907";"402.454";"-182.624";"-979.635";"630.562";"1.55579e-307";
"1632.55";"3371.52";"758.956";"379.478";"-180.68";"-933.724";"619.34";"1.55579e-307";
"1704.85";"3374.09";"722.45";"361.225";"-178.432";"-897.574";"607.62";"1.55579e-307";
"1775.45";"3376.46";"686.426";"343.213";"-175.931";"-862.273";"595.531";"1.55579e-307";
"1861.52";"3379.51";"642.327";"321.163";"-173.167";"-819.242";"583.117";"1.55579e-307";
"1929.13";"3383.4";"607.579";"303.789";"-170.136";"-785.435";"570.266";"1.55579e-307";
"1995.96";"3388.36";"572.502";"286.251";"-166.881";"-752.02";"557.114";"1.55579e-307";
"2076.07";"3393.16";"530.778";"265.389";"-163.401";"-711.963";"543.713";"1.55579e-307";
"2138.72";"3397.76";"497.816";"248.908";"-159.69";"-680.638";"529.966";"1.55579e-307";
"2200.26";"3402.57";"464.911";"232.455";"-155.797";"-649.87";"516.015";"1.55579e-307";
"2276.2";"3409.16";"424.313";"212.157";"-151.728";"-611.9";"501.924";"1.55579e-307";
"2334.95";"3414.07";"392.73";"196.365";"-147.463";"-582.524";"487.591";"1.55579e-307";
"2406.9";"3419.43";"353.352";"176.676";"-143.051";"-546.552";"473.127";"1.55579e-307";
"2463.41";"3423.5";"322.454";"161.227";"-138.482";"-518.295";"458.549";"1.55579e-307";
"2532.87";"3428.65";"285.086";"142.543";"-133.79";"-483.566";"443.829";"1.55579e-307";
"2587.66";"3423.68";"257.263";"128.631";"-128.971";"-456.169";"429.047";"1.55579e-307";
"2639.49";"3436.7";"225.931";"112.966";"-124.071";"-430.254";"414.249";"1.55579e-307";
"2704.09";"3432.42";"190.483";"95.2414";"-119.085";"-397.954";"399.473";"1.55579e-307";
"2754.79";"3445.82";"162.292";"81.1458";"-114.017";"-372.607";"384.743";"1.55579e-307";
"2803.26";"3449.81";"135.261";"67.6305";"-108.898";"-348.37";"370.083";"1.55579e-307";
"2863.3";"3449.64";"102.642";"51.3209";"-103.738";"-318.348";"355.517";"1.55579e-307";
"2910.98";"3457.06";"78.8354";"39.4177";"-98.5241";"-294.51";"340.99";"1.55579e-307";
"2949.98";"3460.36";"54.903";"27.4515";"-93.3289";"-275.01";"326.687";"1.55579e-307";
"3006.43";"3461.4";"26.7174";"13.3587";"-88.1367";"-246.786";"312.586";"1.55579e-307";
"3047.37";"3462.46";"4.72918";"2.36459";"-82.9358";"-226.313";"298.582";"1.55579e-307";
"3100.38";"3462.69";"-18.8165";"-9.40825";"-77.7942";"-199.81";"284.897";"1.55579e-307";
"3139.34";"3462.24";"-37.5681";"481.216";"-72.6801";"719.669";"271.347";"1.55579e-307";
"3173.37";"3463.25";"-54.8837";"472.558";"-72.2086";"736.684";"247.237";"1.55579e-307";
"3209.62";"3464";"-70.7977";"464.601";"-71.802";"754.808";"223.405";"1.55579e-307";
"3243.46";"3465.61";"-84.7444";"457.628";"-71.4736";"771.732";"199.828";"1.55579e-307";
"3275.34";"3465.95";"-98.2808";"450.86";"-71.2786";"787.67";"176.64";"1.55579e-307";
"3314.35";"3468.31";"-113.06";"443.47";"-71.1812";"807.177";"153.731";"1.55579e-307";
"3342.76";"3467.59";"-123.944";"438.028";"-71.2244";"821.378";"131.157";"1.55579e-307";
"3377.12";"3466.75";"-135.017";"432.492";"-71.3798";"838.562";"108.875";"1.55579e-307";
"3401.8";"3463.3";"-143.54";"428.23";"-71.6528";"850.899";"86.8367";"1.55579e-307";
"3428.95";"3456.03";"-154.388";"422.806";"-72.096";"864.477";"65.2049";"1.55579e-307";
"3449.69";"3446.51";"-161.779";"419.111";"-72.6558";"874.843";"43.8467";"1.55579e-307";
"3468.28";"3433.92";"-169.395";"415.303";"-73.3458";"884.14";"22.7908";"1.55579e-307";
"3483.67";"3418.03";"-177.229";"411.386";"-74.2016";"891.834";"2.14372";"1.55579e-307";
"3500.41";"3393.66";"-187.767";"406.117";"-75.1798";"900.203";"-18.1868";"1.55579e-307";
"3512.16";"3368.92";"-195.649";"402.175";"-76.2695";"906.082";"-38.2137";"1.55579e-307";
"3521.26";"3340.82";"-204.596";"397.702";"-77.513";"910.631";"-57.8264";"1.55579e-307";
"3531.07";"3308.07";"-213.199";"393.401";"-78.8657";"915.535";"-77.1145";"1.55579e-307";
"3532.44";"3274.79";"-223.562";"388.219";"-80.3288";"916.218";"-96.0891";"1.55579e-307";
"3536.64";"3237.23";"-233.791";"383.104";"-81.9294";"918.318";"-114.612";"1.55579e-307";
"3537.62";"3187.92";"-248.445";"375.778";"-83.627";"918.811";"-132.804";"1.55579e-307";
"3536.66";"3145.66";"-260.001";"369.999";"-85.437";"918.329";"-150.566";"1.55579e-307";
"3534.62";"3100.91";"-272.228";"363.886";"-87.335";"917.312";"-167.979";"1.55579e-307";
"3530.75";"3053.73";"-284.529";"357.736";"-89.3472";"915.375";"-184.96";"1.55579e-307";
"3524.16";"3004.24";"-297.964";"351.018";"-91.4299";"912.081";"-201.585";"1.55579e-307";
"3514.87";"2940.7";"-315.097";"342.451";"-93.594";"907.436";"-217.855";"1.55579e-307";
"3505.39";"2887.72";"-329.293";"335.354";"-95.8414";"902.697";"-233.678";"1.55579e-307";
"3492.63";"2833.31";"-344.531";"327.734";"-98.1524";"896.315";"-249.136";"1.55579e-307";
"3476.54";"2762.97";"-363.832";"318.084";"-100.517";"888.271";"-264.223";"1.55579e-307";
"3461.69";"2705.46";"-378.773";"310.614";"-102.942";"880.843";"-278.849";"1.55579e-307";
"3445.4";"2645.53";"-394.957";"302.522";"-105.407";"872.699";"-293.096";"1.55579e-307";
"3424.51";"2568.13";"-413.956";"293.022";"-107.908";"862.255";"-307.007";"1.55579e-307";
"3404.95";"2504.95";"-430.538";"284.731";"-110.451";"852.477";"-320.45";"1.55579e-307";
"3384.79";"2439.73";"-446.037";"276.981";"-113.017";"842.395";"-333.527";"1.55579e-307";
"3364.51";"2373.18";"-461.335";"269.332";"-115.621";"832.256";"-346.159";"1.55579e-307";
"3338.01";"2288.43";"-481.233";"259.384";"-113.695";"819.004";"-347.524";"1.55579e-307";
"3316.23";"2218.39";"-496.451";"251.775";"-111.757";"808.113";"-348.522";"1.55579e-307";
"3292.13";"2147.13";"-510.888";"244.556";"-109.822";"796.066";"-349.168";"1.55579e-307";
"3261.28";"2057.18";"-528.973";"235.513";"-107.885";"780.639";"-349.463";"1.55579e-307";
"3243.59";"2002.1";"-539.785";"230.107";"-105.927";"771.795";"-349.378";"1.55579e-307";
"3216.75";"1926.76";"-553.18";"223.41";"-103.988";"758.374";"-348.949";"1.55579e-307";
"3182.75";"1832.48";"-570.258";"214.871";"-102.037";"741.377";"-348.185";"1.55579e-307";
"3155.2";"1754.39";"-582.347";"208.826";"-100.058";"727.601";"-347.007";"1.55579e-307";
"3119.16";"1656.77";"-597.487";"201.256";"-98.0637";"709.578";"-345.513";"1.55579e-307";
"3089.46";"1578.55";"-609.424";"195.288";"-96.0496";"694.731";"-343.635";"1.55579e-307";
"3058.94";"1498.95";"-620.697";"189.651";"-94.0149";"679.472";"-341.452";"1.55579e-307";
"3019.64";"1399.13";"-633.414";"183.293";"-91.9635";"659.819";"-338.971";"1.55579e-307";
"2986.09";"1319.44";"-643.828";"178.086";"-89.8899";"643.046";"-336.159";"1.55579e-307";
"2952.31";"1240.13";"-653.688";"173.156";"-87.8169";"626.156";"-333.042";"1.55579e-307";
"2908.4";"1141.82";"-665.755";"167.122";"-85.7349";"604.201";"-329.649";"1.55579e-307";
"2872.71";"1063.93";"-676.117";"161.942";"-83.6387";"586.355";"-325.935";"1.55579e-307";
"2835.14";"986.934";"-686.151";"156.924";"-81.5346";"567.569";"-321.944";"1.55579e-307";
"2787.89";"893.026";"-698.405";"150.798";"-79.4319";"543.943";"-317.718";"1.55579e-307";
"2749.48";"819.616";"-708.408";"145.796";"-77.32";"524.738";"-313.18";"1.55579e-307";
"2699.18";"733.87";"-720.685";"139.657";"-75.2293";"499.592";"-308.404";"1.55579e-307";
"2657.47";"669.321";"-730.403";"134.799";"-73.1352";"478.733";"-303.328";"1.55579e-307";
